Ai	Aj	Bi	Bj	length	distance	complex	cov	mfe	comp	p-value	shapeA	shapeB	length_ex	mfe_ex	comp_ex	p-value_ex	Aseg	Bseg	Aseg_i	Aseg_j	Bseg_i	Bseg_j
4166	4173	7098	7105	8	2925	0.83	8	-14.89	0.25	0.023004072595734004	-100	-100	12	-14.37	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1705	1712	2176	2183
4167	4171	12981	12985	5	8810	0.82	10	-10.6	0.23	0.02067446569120024	-100	-100	11	-15.44	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1706	1710	449	453
4168	4173	13493	13498	6	9320	0.86	10	-11.31	0.22	0.036023211811657796	-100	-100	14	-13.37	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1707	1712	961	966
4168	4175	12295	12302	8	8120	0.78	10	-12.63	0.26	0.018630023667609463	-100	-100	15	-14.54	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP6	1707	1714	1385	1392
4171	4176	12717	12722	6	8541	0.85	10	-12.91	0.22	0.027485246501811944	-100	-100	14	-20.67	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1710	1715	185	190
4179	4185	10105	10111	7	5920	0.88	10	-10.85	0.24	0.02525218252905137	-100	-100	14	-11.91	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1718	1724	880	886
4181	4190	12738	12747	10	8548	0.71	10	-14.64	0.21	0.020124497324236712	-100	-100	15	-20.64	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1720	1729	206	215
4197	4203	5094	5100	7	891	0.76	10	-10.67	0.22	0.01260281723960377	-100	-100	15	-12.12	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1736	1742	172	178
4198	4203	12669	12674	6	8466	0.89	10	-10.12	0.25	0.02153484212941026	-100	-100	11	-8.41	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1737	1742	137	142
4210	4219	13745	13754	10	9526	0.74	10	-10.4	0.19	0.04770043335493712	-100	-100	16	-13.59	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1749	1758	66	75
4216	4223	14452	14459	8	10229	0.77	10	-11.02	0.29	0.021587144682645665	-100	-100	8	-9.51	0.29	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1755	1762	773	780
4218	4224	14275	14281	7	10051	0.82	10	-11.16	0.2	0.04111283610683991	-100	-100	16	-19.78	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1757	1763	596	602
4220	4225	13108	13113	6	8883	0.81	10	-13.07	0.23	0.04442636588172899	-100	-100	16	-20.53	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1759	1764	576	581
4220	4227	6281	6288	8	2054	0.83	10	-12.37	0.19	0.046368677248355805	-100	-100	13	-16.1	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1759	1766	1359	1366
4220	4227	13038	13045	8	8811	0.84	10	-15.36	0.23	0.03355980667336067	-100	-100	15	-18.94	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1759	1766	506	513
4222	4227	5602	5607	6	1375	0.69	10	-15.11	0.18	0.04454471892156864	-100	-100	14	-19.01	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1761	1766	680	685
4222	4227	6297	6302	6	2070	0.77	10	-11.78	0.24	0.03911996481901725	-100	-100	14	-14.76	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1761	1766	1375	1380
4222	4227	6471	6476	6	2244	0.72	10	-11.38	0.25	0.03815669702681135	-100	-100	10	-14.68	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1761	1766	1549	1554
4242	4248	10099	10105	7	5851	0.83	10	-15.16	0.2	0.04124244736221583	-100	-100	17	-30.16	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1781	1787	874	880
4242	4251	7043	7052	10	2792	0.74	10	-15.78	0.23	0.04108068172059576	-100	-100	18	-23.56	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1781	1790	2121	2130
4242	4251	10088	10097	10	5837	0.82	10	-22.16	0.23	0.009585398192530792	-100	-100	19	-28.63	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1781	1790	863	872
4243	4247	9659	9663	5	5412	0.83	10	-10.52	0.22	0.043373567864840035	-100	-100	14	-13.6	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1782	1786	434	438
4247	4252	5523	5528	6	1271	0.83	10	-12.11	0.21	0.030616773586628065	-100	-100	14	-14.84	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1786	1791	601	606
4248	4254	12842	12848	7	8588	0.8	10	-10.65	0.28	0.04599490296847608	-100	-100	16	-16.49	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1787	1793	310	316
4250	4257	5493	5500	8	1236	0.77	10	-14.41	0.26	0.021383964116468146	-100	-100	19	-24.54	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1789	1796	571	578
4250	4257	10460	10467	8	6203	0.8	10	-13.73	0.25	0.005565268427337955	-100	-100	16	-18.56	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1789	1796	1235	1242
4262	4266	12603	12607	5	8337	0.79	10	-11.2	0.23	0.03035629767067305	-100	-100	14	-16.98	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1801	1805	71	75
4265	4269	5766	5770	5	1497	0.66	10	-13.24	0.2	0.04687572464052836	-100	-100	14	-22.25	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1804	1808	844	848
4265	4269	14339	14343	5	10070	0.72	10	-12.76	0.23	0.04071125029877898	-100	-100	16	-24.47	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1804	1808	660	664
4269	4273	11476	11480	5	7203	0.69	10	-10.33	0.15	0.04186244414672724	-100	-100	12	-13.08	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP6	1808	1812	566	570
4292	4299	13165	13172	8	8866	0.83	10	-11.04	0.2	0.029568118030904422	-100	-100	14	-11.73	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1831	1838	633	640
4293	4298	9791	9796	6	5493	0.86	10	-10.41	0.22	0.01579201517803075	-100	-100	15	-15.54	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1832	1837	566	571
4294	4299	6809	6814	6	2510	0.85	10	-10.13	0.22	0.028250184944358603	-100	-100	10	-15.07	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1833	1838	1887	1892
4294	4299	9318	9323	6	5019	0.81	10	-10.96	0.21	0.010236476091566638	-100	-100	13	-16.02	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1833	1838	93	98
4294	4299	14312	14317	6	10013	0.82	10	-10.37	0.22	0.02240882130586963	-100	-100	13	-10.89	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1833	1838	633	638
4296	4302	5641	5647	7	1339	0.81	10	-10.15	0.21	0.01775812607604177	-100	-100	17	-16.95	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1835	1841	719	725
4300	4305	9742	9747	6	5437	0.72	10	-12.36	0.22	0.012660207312491623	-100	-100	15	-19.09	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1839	1844	517	522
4301	4305	9742	9746	5	5437	0.72	10	-10.96	0.22	0.00967814453546112	-100	-100	15	-19.29	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1840	1844	517	521
4302	4307	10013	10018	6	5706	0.69	10	-12.2	0.25	0.010944280892488334	-100	-100	16	-22.96	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1841	1846	788	793
4307	4317	6079	6089	11	1762	0.79	10	-16.92	0.23	0.019894812858799793	-100	-100	18	-25.0	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1846	1856	1157	1167
4309	4317	5419	5427	9	1102	0.86	10	-17.18	0.26	0.01357697601379182	-100	-100	13	-23.53	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1848	1856	497	505
4309	4317	13734	13742	9	9417	0.84	10	-14.15	0.22	0.02696991867794485	-100	-100	20	-22.66	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1848	1856	55	63
4310	4315	13196	13201	6	8881	0.84	10	-12.77	0.18	0.03541283771259751	-100	-100	11	-17.08	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1849	1854	664	669
4310	4315	13268	13273	6	8953	0.82	10	-13.03	0.21	0.03057749574743862	-100	-100	10	-12.39	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1849	1854	736	741
4310	4315	13772	13777	6	9457	0.84	10	-13.75	0.22	0.024367450428450343	-100	-100	10	-13.64	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1849	1854	93	98
4310	4317	10416	10423	8	6099	0.85	10	-12.05	0.26	0.031360637652620205	-100	-100	17	-20.75	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1849	1856	1191	1198
4310	4317	12542	12549	8	8225	0.85	7	-10.8	0.18	0.0300166250314563	-100	-100	16	-13.69	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1849	1856	10	17
4312	4317	12841	12846	6	8524	0.79	10	-10.15	0.26	0.03891913860451446	-100	-100	12	-14.71	0.27	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1851	1856	309	314
4319	4327	14523	14531	9	10196	0.74	10	-11.31	0.21	0.04520926660670532	-100	-100	19	-17.96	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1858	1866	844	852
4328	4335	6840	6847	8	2505	0.73	10	-12.3	0.22	0.014057500544895407	-100	-100	12	-13.58	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1867	1874	1918	1925
4332	4339	12792	12799	8	8453	0.72	10	-10.66	0.18	0.03419986748079784	-100	-100	16	-21.98	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1871	1878	260	267
4333	4338	13220	13225	6	8882	0.84	10	-10.6	0.16	0.027171733205176518	-100	-100	17	-27.4	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1872	1877	688	693
4337	4343	6742	6748	7	2399	0.82	10	-10.66	0.23	0.011772059193551065	-100	-100	15	-17.45	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1876	1882	1820	1826
4346	4350	5769	5773	5	1419	0.72	10	-10.41	0.23	0.04044828433076253	-100	-100	16	-17.56	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1885	1889	847	851
4366	4372	6951	6957	7	2579	0.77	10	-10.23	0.2	0.04648974604654632	-100	-100	12	-13.09	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1905	1911	2029	2035
4372	4378	12958	12964	7	8580	0.65	10	-10.94	0.25	0.03298253519586358	-100	-100	10	-9.73	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1911	1917	426	432
4372	4380	6550	6558	9	2170	0.69	10	-13.38	0.23	0.02221527495138853	-100	-100	15	-13.1	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1911	1919	1628	1636
4372	4380	13283	13291	9	8903	0.71	10	-15.47	0.23	0.030489006524357154	-100	-100	12	-17.06	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1911	1919	751	759
4373	4380	9303	9310	8	4923	0.79	10	-12.68	0.2	0.01810489472324439	-100	-100	20	-20.74	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1912	1919	78	85
4373	4380	13127	13134	8	8747	0.78	10	-12.16	0.2	0.030796254554160796	-100	-100	18	-21.78	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1912	1919	595	602
4373	4381	13045	13053	9	8664	0.78	10	-16.24	0.23	0.01453050183257154	-100	-100	13	-18.2	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1912	1920	513	521
4373	4381	13186	13194	9	8805	0.81	10	-15.79	0.21	0.03022095751597742	-100	-100	16	-27.09	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1912	1920	654	662
4374	4384	5795	5805	11	1411	0.85	10	-14.44	0.21	0.037291105698497695	-100	-100	13	-15.31	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1913	1923	873	883
4377	4384	13501	13508	8	9117	0.91	10	-12.09	0.27	0.03562838650055489	-100	-100	18	-19.98	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1916	1923	969	976
4379	4384	13020	13025	6	8636	0.88	10	-10.12	0.24	0.040388459133847476	-100	-100	9	-9.52	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1918	1923	488	493
4379	4385	9434	9440	7	5049	0.86	10	-11.63	0.22	0.017202922063895065	-100	-100	7	-9.7	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1918	1924	209	215
4379	4387	14408	14416	9	10021	0.81	10	-15.92	0.24	0.028535700125976726	-100	-100	13	-15.76	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1918	1926	729	737
4380	4387	13131	13138	8	8744	0.8	10	-13.68	0.2	0.03223211877685683	-100	-100	16	-18.47	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1919	1926	599	606
4383	4389	7098	7104	7	2709	0.77	8	-10.68	0.21	0.023818638096617217	-100	-100	14	-12.27	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1922	1928	2176	2182
4410	4419	12776	12785	10	8357	0.98	10	-16.56	0.18	0.021679987599578676	-100	-100	15	-23.95	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1949	1958	244	253
4411	4416	6285	6290	6	1869	0.93	10	-10.97	0.2	0.043430288227929714	-100	-100	16	-17.83	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1950	1955	1363	1368
4411	4416	9967	9972	6	5551	0.94	10	-11.75	0.18	0.038894225842947994	-100	-100	12	-13.21	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1950	1955	742	747
4411	4416	13482	13487	6	9066	0.98	10	-11.85	0.19	0.033314598252273564	-100	-100	17	-17.11	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1950	1955	950	955
4411	4417	9810	9816	7	5393	0.97	10	-12.18	0.2	0.03359813457576877	-100	-100	17	-26.47	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1950	1956	585	591
4412	4416	9446	9450	5	5030	0.94	10	-10.46	0.16	0.032159088259654856	-100	-100	10	-13.82	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1951	1955	221	225
4412	4416	9964	9968	5	5548	0.98	10	-11.15	0.19	0.01979503650810177	-100	-100	10	-13.87	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1951	1955	739	743
4412	4417	6344	6349	6	1927	0.89	10	-12.04	0.22	0.0171292791332176	-100	-100	14	-17.87	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1951	1956	1422	1427
4412	4419	13107	13114	8	8688	0.92	10	-14.93	0.19	0.019102618794902604	-100	-100	17	-26.22	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1951	1958	575	582
4420	4427	9684	9691	8	5257	0.78	10	-14.6	0.2	0.03820484397635582	-100	-100	14	-21.48	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1959	1966	459	466
4421	4426	10262	10267	6	5836	0.84	10	-12.26	0.22	0.04511738355473305	-100	-100	20	-26.99	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1960	1965	1037	1042
4422	4426	7101	7105	5	2675	0.82	8	-10.21	0.17	0.04716557382080522	-100	-100	13	-18.03	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1961	1965	2179	2183
4423	4428	9661	9666	6	5233	0.84	10	-14.61	0.19	0.0419804215158035	-100	-100	15	-20.69	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1962	1967	436	441
4424	4428	6160	6164	5	1732	0.8	10	-11.38	0.23	0.048360448306156156	-100	-100	15	-14.92	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1963	1967	1238	1242
4427	4432	6047	6052	6	1615	0.78	10	-12.64	0.21	0.03131863517446987	-100	-100	12	-19.58	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1966	1971	1125	1130
4427	4433	12938	12944	7	8505	0.75	10	-13.78	0.23	0.048035337234443864	-100	-100	21	-24.09	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1966	1972	406	412
4429	4434	12884	12889	6	8450	0.7	10	-12.61	0.17	0.03707165894098419	-100	-100	9	-16.16	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1968	1973	352	357
4429	4435	13161	13167	7	8726	0.77	10	-14.23	0.21	0.036227999042519166	-100	-100	17	-25.31	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1968	1974	629	635
4429	4436	13118	13125	8	8682	0.79	10	-14.46	0.22	0.04538149917648604	-100	-100	19	-35.29	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1968	1975	586	593
4431	4439	10425	10433	9	5986	0.7	10	-17.84	0.24	0.032711966546502325	-100	-100	13	-17.82	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1970	1978	1200	1208
4432	4442	13132	13142	11	8690	0.75	10	-25.56	0.2	0.01703831990878346	-100	-100	22	-39.56	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1971	1981	600	610
4433	4438	5762	5767	6	1324	0.66	10	-16.01	0.24	0.027321125349258568	-100	-100	11	-17.76	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1972	1977	840	845
4436	4440	9661	9665	5	5221	0.75	10	-11.96	0.2	0.04822176690607127	-100	-100	9	-15.39	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1975	1979	436	440
4436	4440	13530	13534	5	9090	0.75	10	-10.01	0.23	0.0464663198146531	-100	-100	8	-11.33	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1975	1979	998	1002
4437	4441	9434	9438	5	4993	0.76	10	-10.66	0.23	0.03157697273367044	-100	-100	13	-20.1	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1976	1980	209	213
4437	4442	14409	14414	6	9967	0.73	10	-12.49	0.22	0.023744433986395586	-100	-100	6	-10.76	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1976	1981	730	735
4438	4442	12690	12694	5	8248	0.68	10	-10.09	0.2	0.04692238695766926	-100	-100	13	-19.4	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1977	1981	158	162
4439	4444	12987	12992	6	8543	0.65	10	-10.8	0.22	0.04282972707404331	-100	-100	15	-19.88	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1978	1983	455	460
4445	4451	6625	6631	7	2174	0.8	10	-10.29	0.22	0.03485915389949479	-100	-100	17	-20.07	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1984	1990	1703	1709
4445	4452	14012	14019	8	9560	0.88	10	-11.53	0.19	0.017678106003233274	-100	-100	13	-13.74	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1984	1991	333	340
4446	4451	7406	7411	6	2955	0.84	10	-10.26	0.21	0.013931846350792698	-100	-100	8	-13.66	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP4	1985	1990	130	135
4446	4455	5079	5088	10	624	0.85	10	-10.61	0.23	0.021438564442171848	-100	-100	16	-14.67	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1985	1994	157	166
4447	4454	12881	12888	8	8427	0.74	10	-12.89	0.23	0.022237989030992944	-100	-100	15	-19.61	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1986	1993	349	356
4450	4457	6626	6633	8	2169	0.86	10	-10.15	0.23	0.028982385199009864	-100	-100	21	-19.94	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1989	1996	1704	1711
4452	4460	14086	14094	9	9626	0.89	10	-10.13	0.2	0.01042787396864131	-100	-100	16	-12.54	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1991	1999	407	415
4457	4461	6897	6901	5	2436	0.91	10	-10.36	0.16	0.025087247505659493	-100	-100	11	-16.2	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1996	2000	1975	1979
4457	4462	9348	9353	6	4886	0.91	10	-14.07	0.19	0.029814543163456664	-100	-100	11	-14.14	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1996	2001	123	128
4457	4464	9271	9278	8	4807	0.85	10	-13.37	0.21	0.038965271007443514	-100	-100	13	-15.66	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1996	2003	46	53
4458	4465	10260	10267	8	5795	0.85	10	-11.77	0.23	0.048054693356614386	-100	-100	17	-21.76	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1997	2004	1035	1042
4461	4467	13152	13158	7	8685	0.84	10	-16.35	0.21	0.03856000045785546	-100	-100	14	-22.96	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2000	2006	620	626
4462	4468	13300	13306	7	8832	0.85	10	-12.16	0.23	0.035840273926944	-100	-100	16	-20.79	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2001	2007	768	774
4463	4467	9655	9659	5	5188	0.86	10	-10.43	0.19	0.008446777960120166	-100	-100	15	-21.25	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2002	2006	430	434
4463	4468	5229	5234	6	761	0.83	10	-10.93	0.21	0.021115284794473888	-100	-100	12	-10.62	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	2002	2007	307	312
4463	4468	9937	9942	6	5469	0.82	10	-10.62	0.21	0.03511131050914218	-100	-100	12	-12.29	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2002	2007	712	717
4472	4477	10106	10111	6	5629	0.95	10	-10.11	0.19	0.022858262754289704	-100	-100	13	-17.98	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2011	2016	881	886
4481	4487	6163	6169	7	1676	0.73	10	-10.98	0.23	0.03171692653338731	-100	-100	14	-19.77	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	2020	2026	1241	1247
4482	4488	13345	13351	7	8857	0.71	10	-12.41	0.23	0.025211295589980254	-100	-100	11	-12.26	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2021	2027	813	819
4482	4489	12728	12735	8	8239	0.58	10	-11.35	0.24	0.0447772983882595	-100	-100	21	-25.59	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2021	2028	196	203
4483	4489	9867	9873	7	5378	0.68	10	-13.7	0.3	0.029718903127859297	-100	-100	12	-18.99	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2022	2028	642	648
4501	4506	13122	13127	6	8616	0.82	10	-10.81	0.2	0.019029022632680692	-100	-100	15	-14.28	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2040	2045	590	595
4502	4508	5645	5651	7	1137	0.79	10	-12.0	0.23	0.010269306539203438	-100	-100	17	-20.65	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	2041	2047	723	729
4502	4509	9742	9749	8	5233	0.74	10	-11.28	0.23	0.020473164408635225	-100	-100	14	-14.43	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2041	2048	517	524
4502	4509	12957	12964	8	8448	0.71	10	-11.06	0.24	0.03436693983971395	-100	-100	14	-14.22	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2041	2048	425	432
4502	4509	14328	14335	8	9819	0.74	10	-12.76	0.22	0.026116004062186837	-100	-100	22	-28.26	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	2041	2048	649	656
4518	4527	13745	13754	10	9218	0.65	10	-15.53	0.19	0.04031499518133774	-100	-100	12	-15.72	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	2057	2066	66	75
4520	4527	14045	14052	8	9518	0.66	10	-12.46	0.2	0.014562258034025666	-100	-100	12	-15.1	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	2059	2066	366	373
4523	4528	13317	13322	6	8789	0.73	10	-10.44	0.18	0.041509992984371635	-100	-100	15	-20.66	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2062	2067	785	790
4523	4533	5509	5519	11	976	0.66	10	-16.19	0.21	0.03191027137572422	-100	-100	15	-19.83	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	2062	2072	587	597
4525	4532	13367	13374	8	8835	0.73	10	-10.21	0.22	0.03160999943282583	-100	-100	17	-11.16	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2064	2071	835	842
4526	4532	13708	13714	7	9176	0.69	10	-11.67	0.2	0.0159843156973849	-100	-100	7	-10.11	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	2065	2071	29	35
4532	4540	10657	10665	9	6117	0.86	10	-13.03	0.2	0.03891155753481512	-100	-100	16	-16.39	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	2071	2079	1432	1440
4548	4554	13192	13198	7	8638	0.82	10	-12.24	0.21	0.025810156554047725	-100	-100	15	-25.33	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2087	2093	660	666
4556	4561	12924	12929	6	8363	0.88	10	-11.22	0.24	0.03853841598424357	-100	-100	14	-14.39	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2095	2100	392	397
4556	4561	13353	13358	6	8792	0.9	10	-11.45	0.22	0.03188444578998706	-100	-100	13	-12.33	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2095	2100	821	826
4557	4563	13103	13109	7	8540	0.95	10	-13.36	0.25	0.021010386047817464	-100	-100	14	-13.76	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	2096	2102	571	577
